Technology, Material, Tech Intensity
WindOffshore,Iron,0.000000
WindOffshore,Lanthanum (REE),0.000000
WindOffshore,Lead,0.000000
WindOffshore,Lithium,0.000000
WindOffshore,Lutetium (REE),0.000000
WindOffshore,Magnesium,0.000000
WindOffshore,Manganese,57.000000
WindOffshore,Molybdenum,335.000000
WindOffshore,Neodymium (REE),148.000000
WindOffshore,Nickel,427.000000
WindOffshore,Niobium,38.000000
WindOffshore,Palladium,0.000000
WindOffshore,Phosphate rock,0.000000
WindOffshore,Phosphorus,0.000000
WindOffshore,Platinum,0.000000
WindOffshore,Praseodymium (REE),33.000000
WindOffshore,Rhenium,0.000000
WindOffshore,Rhodium,0.000000
WindOffshore,Ruthenium,0.000000
WindOffshore,Samarium (REE),0.000000
WindOffshore,Scandium (REE),0.000000
WindOffshore,Selenium,0.000000
WindOffshore,Silicon,0.000000
WindOffshore,Silver,0.000000
WindOffshore,Steel,333500.000000
WindOffshore,Tantalum,0.000000
WindOffshore,Tellurium,0.000000
WindOffshore,Terbium (REE),7.000000
WindOffshore,Thulium,0.000000
WindOffshore,Tin,90.000000
WindOffshore,Titanium,0.000000
WindOffshore,Tungsten,0.000000
WindOffshore,Vanadium,700.000000
WindOffshore,Yetterbium (REE),0.000000
WindOffshore,Yttrium (REE),0.000000
WindOffshore,Zinc,5450.000000
WindOffshore,Zirconium,0.000000
SolarPV-CSi,Aluminum,34551.000000
SolarPV-CSi,Antimony,0.000000
SolarPV-CSi,Arsenic,0.000000
SolarPV-CSi,Baryte,0.000000
SolarPV-CSi,Beryllium,0.000000
SolarPV-CSi,Bismuth,0.000000
SolarPV-CSi,Borate,0.000000
SolarPV-CSi,Boron,0.000800
SolarPV-CSi,Cadmium,0.000000
SolarPV-CSi,Cerium (REE),0.000000
SolarPV-CSi,Chromium,3760.000000
SolarPV-CSi,Cobalt,0.000000
SolarPV-CSi,Copper,4223.000000
SolarPV-CSi,Dysprosium (REE),0.000000
SolarPV-CSi,Erbium (REE),0.000000
SolarPV-CSi,Europium (REE),0.000000
SolarPV-CSi,Fluorspar,0.000000
SolarPV-CSi,Gadolinium (REE),0.000000
SolarPV-CSi,Gallium,0.000000
SolarPV-CSi,Germanium,0.000000
SolarPV-CSi,Gold,0.000000
SolarPV-CSi,Graphite,0.000000
SolarPV-CSi,Hafnium,0.000000
SolarPV-CSi,Helium,0.000000
SolarPV-CSi,Holmium (REE),0.000000
SolarPV-CSi,Indium,0.000000
SolarPV-CSi,Iridium,0.000000
SolarPV-CSi,Iron,0.000000
SolarPV-CSi,Lanthanum (REE),0.000000
SolarPV-CSi,Lead,39.000000
SolarPV-CSi,Lithium,0.000000
SolarPV-CSi,Lutetium (REE),0.000000
SolarPV-CSi,Magnesium,0.000000
SolarPV-CSi,Manganese,0.000000
SolarPV-CSi,Molybdenum,1.000000
SolarPV-CSi,Neodymium (REE),0.000000
SolarPV-CSi,Nickel,1801.000000
SolarPV-CSi,Niobium,0.000000
SolarPV-CSi,Palladium,0.000000
SolarPV-CSi,Phosphate rock,0.000000
SolarPV-CSi,Phosphorus,0.000000
SolarPV-CSi,Platinum,0.000000
SolarPV-CSi,Praseodymium (REE),0.000000
SolarPV-CSi,Rhenium,0.000000
SolarPV-CSi,Rhodium,0.000000
SolarPV-CSi,Ruthenium,0.000000
SolarPV-CSi,Samarium (REE),0.000000
SolarPV-CSi,Scandium (REE),0.000000
SolarPV-CSi,Selenium,0.000000
SolarPV-CSi,Silicon,6428.000000
SolarPV-CSi,Silver,30.000000
SolarPV-CSi,Steel,1200000.000000
SolarPV-CSi,Tantalum,0.000000
SolarPV-CSi,Tellurium,0.000000
SolarPV-CSi,Terbium (REE),0.000000
SolarPV-CSi,Thulium,0.000000
SolarPV-CSi,Tin,332.000000
SolarPV-CSi,Titanium,0.000000
SolarPV-CSi,Tungsten,0.000000
SolarPV-CSi,Vanadium,2.000000
SolarPV-CSi,Yetterbium (REE),0.000000
SolarPV-CSi,Yttrium (REE),0.000000
SolarPV-CSi,Zinc,1456.000000
SolarPV-CSi,Zirconium,0.000000
SolarPV-CIGS,Aluminum,34551.000000
SolarPV-CIGS,Antimony,0.000000
SolarPV-CIGS,Arsenic,0.000000
SolarPV-CIGS,Baryte,0.000000
SolarPV-CIGS,Beryllium,0.000000
SolarPV-CIGS,Bismuth,0.000000
SolarPV-CIGS,Borate,0.000000
SolarPV-CIGS,Boron,0.000800
SolarPV-CIGS,Cadmium,0.000000
SolarPV-CIGS,Cerium (REE),0.000000
SolarPV-CIGS,Chromium,3760.000000
SolarPV-CIGS,Cobalt,0.000000
SolarPV-CIGS,Copper,3998.000000
SolarPV-CIGS,Dysprosium (REE),0.000000
SolarPV-CIGS,Erbium (REE),0.000000
SolarPV-CIGS,Europium (REE),0.000000
SolarPV-CIGS,Fluorspar,0.000000
SolarPV-CIGS,Gadolinium (REE),0.000000
SolarPV-CIGS,Gallium,19.000000
SolarPV-CIGS,Germanium,0.000000
SolarPV-CIGS,Gold,0.000000
SolarPV-CIGS,Graphite,0.000000
SolarPV-CIGS,Hafnium,0.000000
SolarPV-CIGS,Helium,0.000000
SolarPV-CIGS,Holmium (REE),0.000000
SolarPV-CIGS,Indium,31.000000
SolarPV-CIGS,Iridium,0.000000
SolarPV-CIGS,Iron,0.000000
SolarPV-CIGS,Lanthanum (REE),0.000000
SolarPV-CIGS,Lead,0.000000
SolarPV-CIGS,Lithium,0.000000
SolarPV-CIGS,Lutetium (REE),0.000000
SolarPV-CIGS,Magnesium,0.000000
SolarPV-CIGS,Manganese,0.000000
SolarPV-CIGS,Molybdenum,109.000000
SolarPV-CIGS,Neodymium (REE),0.000000
SolarPV-CIGS,Nickel,1816.000000
SolarPV-CIGS,Niobium,0.000000
SolarPV-CIGS,Palladium,0.000000
SolarPV-CIGS,Phosphate rock,0.000000
SolarPV-CIGS,Phosphorus,0.000000
SolarPV-CIGS,Platinum,0.000000
SolarPV-CIGS,Praseodymium (REE),0.000000
SolarPV-CIGS,Rhenium,0.000000
SolarPV-CIGS,Rhodium,0.000000
SolarPV-CIGS,Ruthenium,0.000000
SolarPV-CIGS,Samarium (REE),0.000000
SolarPV-CIGS,Scandium (REE),0.000000
SolarPV-CIGS,Selenium,61.000000
SolarPV-CIGS,Silicon,0.000000
SolarPV-CIGS,Silver,0.000000
SolarPV-CIGS,Steel,1200000.000000
SolarPV-CIGS,Tantalum,0.000000
SolarPV-CIGS,Tellurium,0.000000
SolarPV-CIGS,Terbium (REE),0.000000
SolarPV-CIGS,Thulium,0.000000
SolarPV-CIGS,Tin,332.000000
SolarPV-CIGS,Titanium,0.000000
SolarPV-CIGS,Tungsten,0.000000
SolarPV-CIGS,Vanadium,2.000000
SolarPV-CIGS,Yetterbium (REE),0.000000
SolarPV-CIGS,Yttrium (REE),0.000000
SolarPV-CIGS,Zinc,1456.000000
SolarPV-CIGS,Zirconium,0.000000
SolarPV-Cte,Aluminum,34551.000000
SolarPV-Cte,Antimony,0.000000
SolarPV-Cte,Arsenic,0.000000
SolarPV-Cte,Baryte,0.000000
SolarPV-Cte,Beryllium,0.000000
SolarPV-Cte,Bismuth,0.000000
SolarPV-Cte,Borate,0.000000
SolarPV-Cte,Boron,0.000800
SolarPV-Cte,Cadmium,87.000000
SolarPV-Cte,Cerium (REE),0.000000
SolarPV-Cte,Chromium,3760.000000
SolarPV-Cte,Cobalt,0.000000
SolarPV-Cte,Copper,6856.000000
SolarPV-Cte,Dysprosium (REE),0.000000
SolarPV-Cte,Erbium (REE),0.000000
SolarPV-Cte,Europium (REE),0.000000
SolarPV-Cte,Fluorspar,0.000000
SolarPV-Cte,Gadolinium (REE),0.000000
SolarPV-Cte,Gallium,0.000000
SolarPV-Cte,Germanium,0.000000
SolarPV-Cte,Gold,0.000000
SolarPV-Cte,Graphite,0.000000
SolarPV-Cte,Hafnium,0.000000
SolarPV-Cte,Helium,0.000000
SolarPV-Cte,Holmium (REE),0.000000
SolarPV-Cte,Indium,0.000000
SolarPV-Cte,Iridium,0.000000
SolarPV-Cte,Iron,0.000000
SolarPV-Cte,Lanthanum (REE),0.000000
SolarPV-Cte,Lead,8.000000
SolarPV-Cte,Lithium,0.000000
SolarPV-Cte,Lutetium (REE),0.000000
SolarPV-Cte,Magnesium,0.000000
SolarPV-Cte,Manganese,0.000000
SolarPV-Cte,Molybdenum,200.000000
SolarPV-Cte,Neodymium (REE),0.000000
SolarPV-Cte,Nickel,1800.000000
SolarPV-Cte,Niobium,0.000000
SolarPV-Cte,Palladium,0.000000
SolarPV-Cte,Phosphate rock,0.000000
SolarPV-Cte,Phosphorus,0.000000
SolarPV-Cte,Platinum,0.000000
SolarPV-Cte,Praseodymium (REE),0.000000
SolarPV-Cte,Rhenium,0.000000
SolarPV-Cte,Rhodium,0.000000
SolarPV-Cte,Ruthenium,0.000000
SolarPV-Cte,Samarium (REE),0.000000
SolarPV-Cte,Scandium (REE),0.000000
SolarPV-Cte,Selenium,0.000000
SolarPV-Cte,Silicon,0.000000
SolarPV-Cte,Silver,0.000000
SolarPV-Cte,Steel,1200000.000000
SolarPV-Cte,Tantalum,0.000000
SolarPV-Cte,Tellurium,92.000000
SolarPV-Cte,Terbium (REE),0.000000
SolarPV-Cte,Thulium,0.000000
SolarPV-Cte,Tin,332.000000
SolarPV-Cte,Titanium,0.000000
SolarPV-Cte,Tungsten,0.000000
SolarPV-Cte,Vanadium,2.000000
SolarPV-Cte,Yetterbium (REE),0.000000
SolarPV-Cte,Yttrium (REE),0.000000
SolarPV-Cte,Zinc,1456.000000
SolarPV-Cte,Zirconium,0.000000
SolarPV-amorphus,Aluminum,0.000000
SolarPV-amorphus,Antimony,0.000000
SolarPV-amorphus,Arsenic,0.000000
SolarPV-amorphus,Baryte,0.000000
SolarPV-amorphus,Beryllium,0.000000
SolarPV-amorphus,Bismuth,0.000000
SolarPV-amorphus,Borate,0.000000
SolarPV-amorphus,Boron,0.000000
SolarPV-amorphus,Cadmium,0.000000
SolarPV-amorphus,Cerium (REE),0.000000
SolarPV-amorphus,Chromium,0.000000
SolarPV-amorphus,Cobalt,0.000000
SolarPV-amorphus,Copper,0.000000
SolarPV-amorphus,Dysprosium (REE),0.000000
SolarPV-amorphus,Erbium (REE),0.000000
SolarPV-amorphus,Europium (REE),0.000000
SolarPV-amorphus,Fluorspar,0.000000
SolarPV-amorphus,Gadolinium (REE),0.000000
SolarPV-amorphus,Gallium,0.000000
SolarPV-amorphus,Germanium,0.000000
SolarPV-amorphus,Gold,0.000000
SolarPV-amorphus,Graphite,0.000000
SolarPV-amorphus,Hafnium,0.000000
SolarPV-amorphus,Helium,0.000000
SolarPV-amorphus,Holmium (REE),0.000000
SolarPV-amorphus,Indium,0.000000
SolarPV-amorphus,Iridium,0.000000
SolarPV-amorphus,Iron,0.000000
SolarPV-amorphus,Lanthanum (REE),0.000000
SolarPV-amorphus,Lead,0.000000
SolarPV-amorphus,Lithium,0.000000
SolarPV-amorphus,Lutetium (REE),0.000000
SolarPV-amorphus,Magnesium,0.000000
SolarPV-amorphus,Manganese,0.000000
SolarPV-amorphus,Molybdenum,0.000000
SolarPV-amorphus,Neodymium (REE),0.000000
SolarPV-amorphus,Nickel,0.000000
SolarPV-amorphus,Niobium,0.000000
SolarPV-amorphus,Palladium,0.000000
SolarPV-amorphus,Phosphate rock,0.000000
SolarPV-amorphus,Phosphorus,0.000000
SolarPV-amorphus,Platinum,0.000000
SolarPV-amorphus,Praseodymium (REE),0.000000
SolarPV-amorphus,Rhenium,0.000000
SolarPV-amorphus,Rhodium,0.000000
SolarPV-amorphus,Ruthenium,0.000000
SolarPV-amorphus,Samarium (REE),0.000000
SolarPV-amorphus,Scandium (REE),0.000000
SolarPV-amorphus,Selenium,0.000000
SolarPV-amorphus,Silicon,0.000000
SolarPV-amorphus,Silver,0.000000
SolarPV-amorphus,Steel,0.000000
SolarPV-amorphus,Tantalum,0.000000
SolarPV-amorphus,Tellurium,0.000000
SolarPV-amorphus,Terbium (REE),0.000000
SolarPV-amorphus,Thulium,0.000000
SolarPV-amorphus,Tin,0.000000
SolarPV-amorphus,Titanium,0.000000
SolarPV-amorphus,Tungsten,0.000000
SolarPV-amorphus,Vanadium,0.000000
SolarPV-amorphus,Yetterbium (REE),0.000000
SolarPV-amorphus,Yttrium (REE),0.000000
SolarPV-amorphus,Zinc,0.000000
SolarPV-amorphus,Zirconium,0.000000
SolarCSP-trough,Aluminum,285.000000
SolarCSP-trough,Antimony,0.000000
SolarCSP-trough,Arsenic,0.000000
SolarCSP-trough,Baryte,0.000000
SolarCSP-trough,Beryllium,0.000000
SolarCSP-trough,Bismuth,0.000000
SolarCSP-trough,Borate,0.000000
SolarCSP-trough,Boron,0.000000
SolarCSP-trough,Cadmium,0.000000
SolarCSP-trough,Cerium (REE),0.000000
SolarCSP-trough,Chromium,4733.000000
SolarCSP-trough,Cobalt,0.000000
SolarCSP-trough,Copper,3175.000000
SolarCSP-trough,Dysprosium (REE),0.000000
SolarCSP-trough,Erbium (REE),0.000000
SolarCSP-trough,Europium (REE),0.000000
SolarCSP-trough,Fluorspar,0.000000
SolarCSP-trough,Gadolinium (REE),0.000000
SolarCSP-trough,Gallium,0.000000
SolarCSP-trough,Germanium,0.000000
SolarCSP-trough,Gold,0.000000
SolarCSP-trough,Graphite,0.000000
SolarCSP-trough,Hafnium,0.000000
SolarCSP-trough,Helium,0.000000
SolarCSP-trough,Holmium (REE),0.000000
SolarCSP-trough,Indium,0.000000
SolarCSP-trough,Iridium,0.000000
SolarCSP-trough,Iron,0.000000
SolarCSP-trough,Lanthanum (REE),0.000000
SolarCSP-trough,Lead,0.000000
SolarCSP-trough,Lithium,0.000000
SolarCSP-trough,Lutetium (REE),0.000000
SolarCSP-trough,Magnesium,1400.000000
SolarCSP-trough,Manganese,736.000000
SolarCSP-trough,Molybdenum,200.000000
SolarCSP-trough,Neodymium (REE),0.000000
SolarCSP-trough,Nickel,471.000000
SolarCSP-trough,Niobium,0.000000
SolarCSP-trough,Palladium,0.000000
SolarCSP-trough,Phosphate rock,0.000000
SolarCSP-trough,Phosphorus,0.000000
SolarCSP-trough,Platinum,0.000000
SolarCSP-trough,Praseodymium (REE),0.000000
SolarCSP-trough,Rhenium,0.000000
SolarCSP-trough,Rhodium,0.000000
SolarCSP-trough,Ruthenium,0.000000
SolarCSP-trough,Samarium (REE),0.000000
SolarCSP-trough,Scandium (REE),0.000000
SolarCSP-trough,Selenium,0.000000
SolarCSP-trough,Silicon,0.000000
SolarCSP-trough,Silver,8.000000
SolarCSP-trough,Steel,583333.000000
SolarCSP-trough,Tantalum,0.000000
SolarCSP-trough,Tellurium,0.000000
SolarCSP-trough,Terbium (REE),0.000000
SolarCSP-trough,Thulium,0.000000
SolarCSP-trough,Tin,0.000000
SolarCSP-trough,Titanium,25.000000
SolarCSP-trough,Tungsten,0.000000
SolarCSP-trough,Vanadium,2.000000
SolarCSP-trough,Yetterbium (REE),0.000000
SolarCSP-trough,Yttrium (REE),0.000000
SolarCSP-trough,Zinc,650.000000
SolarCSP-trough,Zirconium,0.000000
SolarCSP-tower,Aluminum,72967.000000
SolarCSP-tower,Antimony,0.000000
SolarCSP-tower,Arsenic,0.000000
SolarCSP-tower,Baryte,0.000000
SolarCSP-tower,Beryllium,0.000000
SolarCSP-tower,Bismuth,0.000000
SolarCSP-tower,Borate,0.000000
SolarCSP-tower,Boron,0.000000
SolarCSP-tower,Cadmium,0.000000
SolarCSP-tower,Cerium (REE),0.000000
SolarCSP-tower,Chromium,3700.000000
SolarCSP-tower,Cobalt,0.000000
SolarCSP-tower,Copper,1400.000000
SolarCSP-tower,Dysprosium (REE),0.000000
SolarCSP-tower,Erbium (REE),0.000000
SolarCSP-tower,Europium (REE),0.000000
SolarCSP-tower,Fluorspar,0.000000
SolarCSP-tower,Gadolinium (REE),0.000000
SolarCSP-tower,Gallium,0.000000
SolarCSP-tower,Germanium,0.000000
SolarCSP-tower,Gold,0.000000
SolarCSP-tower,Graphite,0.000000
SolarCSP-tower,Hafnium,0.000000
SolarCSP-tower,Helium,0.000000
SolarCSP-tower,Holmium (REE),0.000000
SolarCSP-tower,Indium,0.000000
SolarCSP-tower,Iridium,0.000000
SolarCSP-tower,Iron,0.000000
SolarCSP-tower,Lanthanum (REE),0.000000
SolarCSP-tower,Lead,0.000000
SolarCSP-tower,Lithium,0.000000
SolarCSP-tower,Lutetium (REE),0.000000
SolarCSP-tower,Magnesium,2600.000000
SolarCSP-tower,Manganese,5700.000000
SolarCSP-tower,Molybdenum,56.000000
SolarCSP-tower,Neodymium (REE),0.000000
SolarCSP-tower,Nickel,1800.000000
SolarCSP-tower,Niobium,140.000000
SolarCSP-tower,Palladium,0.000000
SolarCSP-tower,Phosphate rock,0.000000
SolarCSP-tower,Phosphorus,0.000000
SolarCSP-tower,Platinum,0.000000
SolarCSP-tower,Praseodymium (REE),0.000000
SolarCSP-tower,Rhenium,0.000000
SolarCSP-tower,Rhodium,0.000000
SolarCSP-tower,Ruthenium,0.000000
SolarCSP-tower,Samarium (REE),0.000000
SolarCSP-tower,Scandium (REE),0.000000
SolarCSP-tower,Selenium,0.000000
SolarCSP-tower,Silicon,0.000000
SolarCSP-tower,Silver,12.000000
SolarCSP-tower,Steel,393000.000000
SolarCSP-tower,Tantalum,0.000000
SolarCSP-tower,Tellurium,0.000000
SolarCSP-tower,Terbium (REE),0.000000
SolarCSP-tower,Thulium,0.000000
SolarCSP-tower,Tin,0.000000
SolarCSP-tower,Titanium,0.000000
SolarCSP-tower,Tungsten,0.000000
SolarCSP-tower,Vanadium,2.000000
SolarCSP-tower,Yetterbium (REE),0.000000
SolarCSP-tower,Yttrium (REE),0.000000
SolarCSP-tower,Zinc,1400.000000
SolarCSP-tower,Zirconium,0.000000
Ocean,Aluminum,27500.000000
Ocean,Antimony,0.000000
Ocean,Arsenic,0.000000
Ocean,Baryte,0.000000
Ocean,Beryllium,0.000000
Ocean,Bismuth,0.000000
Ocean,Borate,0.000000
Ocean,Boron,0.000000
Ocean,Cadmium,0.000000
Ocean,Cerium (REE),0.000000
Ocean,Chromium,0.000000
Ocean,Cobalt,0.000000
Ocean,Copper,15000.000000
Ocean,Dysprosium (REE),0.000000
Ocean,Erbium (REE),0.000000
Ocean,Europium (REE),0.000000
Ocean,Fluorspar,0.000000
Ocean,Gadolinium (REE),0.000000
Ocean,Gallium,0.000000
Ocean,Germanium,0.000000
Ocean,Gold,0.000000
Ocean,Graphite,0.000000
Ocean,Hafnium,0.000000
Ocean,Helium,0.000000
Ocean,Holmium (REE),0.000000
Ocean,Indium,0.000000
Ocean,Iridium,0.000000
Ocean,Iron,0.000000
Ocean,Lanthanum (REE),0.000000
Ocean,Lead,0.000000
Ocean,Lithium,0.000000
Ocean,Lutetium (REE),0.000000
Ocean,Magnesium,0.000000
Ocean,Manganese,0.000000
Ocean,Molybdenum,0.000000
Ocean,Neodymium (REE),0.000000
Ocean,Nickel,0.000000
Ocean,Niobium,0.000000
Ocean,Palladium,0.000000
Ocean,Phosphate rock,0.000000
Ocean,Phosphorus,0.000000
Ocean,Platinum,0.000000
Ocean,Praseodymium (REE),0.000000
Ocean,Rhenium,0.000000
Ocean,Rhodium,0.000000
Ocean,Ruthenium,0.000000
Ocean,Samarium (REE),0.000000
Ocean,Scandium (REE),0.000000
Ocean,Selenium,0.000000
Ocean,Silicon,0.000000
Ocean,Silver,0.000000
Ocean,Steel,410000.000000
Ocean,Tantalum,0.000000
Ocean,Tellurium,0.000000
Ocean,Terbium (REE),0.000000
Ocean,Thulium,0.000000
Ocean,Tin,0.000000
Ocean,Titanium,0.000000
Ocean,Tungsten,0.000000
Ocean,Vanadium,0.000000
Ocean,Yetterbium (REE),0.000000
Ocean,Yttrium (REE),0.000000
Ocean,Zinc,0.000000
Ocean,Zirconium,0.000000
Stationary Li-ion batteries,Aluminum,6433.670048
Stationary Li-ion batteries,Antimony,0.000000
Stationary Li-ion batteries,Arsenic,0.000000
Stationary Li-ion batteries,Baryte,0.000000
Stationary Li-ion batteries,Beryllium,0.000000
Stationary Li-ion batteries,Bismuth,0.000000
Stationary Li-ion batteries,Borate,0.000000
Stationary Li-ion batteries,Boron,0.000000
Stationary Li-ion batteries,Cadmium,0.000000
Stationary Li-ion batteries,Cerium (REE),0.000000
Stationary Li-ion batteries,Chromium,598.882893
Stationary Li-ion batteries,Cobalt,680.250105
Stationary Li-ion batteries,Copper,4674.824272
Stationary Li-ion batteries,Dysprosium (REE),14.100281
Stationary Li-ion batteries,Erbium (REE),0.000000
Stationary Li-ion batteries,Europium (REE),0.000000
Stationary Li-ion batteries,Fluorspar,0.000000
Stationary Li-ion batteries,Gadolinium (REE),0.000000
Stationary Li-ion batteries,Gallium,0.000000
Stationary Li-ion batteries,Germanium,0.000000
Stationary Li-ion batteries,Gold,0.000000
Stationary Li-ion batteries,Graphite,0.000000
Stationary Li-ion batteries,Hafnium,0.000000
Stationary Li-ion batteries,Helium,0.000000
Stationary Li-ion batteries,Holmium (REE),0.000000
Stationary Li-ion batteries,Indium,0.000000
Stationary Li-ion batteries,Iridium,0.000000
Stationary Li-ion batteries,Iron,45964.893786
Stationary Li-ion batteries,Lanthanum (REE),0.000000
Stationary Li-ion batteries,Lead,15.666979
Stationary Li-ion batteries,Lithium,342.045521
Stationary Li-ion batteries,Lutetium (REE),0.000000
Stationary Li-ion batteries,Magnesium,10.107728
Stationary Li-ion batteries,Manganese,1821.918000
Stationary Li-ion batteries,Molybdenum,0.000000
Stationary Li-ion batteries,Neodymium (REE),48.971943
Stationary Li-ion batteries,Nickel,1748.081046
Stationary Li-ion batteries,Niobium,0.000000
Stationary Li-ion batteries,Palladium,0.000000
Stationary Li-ion batteries,Phosphate rock,0.000000
Stationary Li-ion batteries,Phosphorus,0.000000
Stationary Li-ion batteries,Platinum,0.000000
Stationary Li-ion batteries,Praseodymium (REE),0.050539
Stationary Li-ion batteries,Rhenium,0.000000
Stationary Li-ion batteries,Rhodium,0.000000
Stationary Li-ion batteries,Ruthenium,0.000000
Stationary Li-ion batteries,Samarium (REE),0.000000
Stationary Li-ion batteries,Scandium (REE),0.000000
Stationary Li-ion batteries,Selenium,0.000000
Stationary Li-ion batteries,Silicon,0.000000
Stationary Li-ion batteries,Silver,0.000000
Stationary Li-ion batteries,Steel,0.000000
Stationary Li-ion batteries,Tantalum,0.000000
Stationary Li-ion batteries,Tellurium,0.000000
Stationary Li-ion batteries,Terbium (REE),0.000000
Stationary Li-ion batteries,Thulium,0.000000
Stationary Li-ion batteries,Tin,0.000000
Stationary Li-ion batteries,Titanium,0.000000
Stationary Li-ion batteries,Tungsten,0.000000
Stationary Li-ion batteries,Vanadium,0.000000
Stationary Li-ion batteries,Yetterbium (REE),0.000000
Stationary Li-ion batteries,Yttrium (REE),0.000000
Stationary Li-ion batteries,Zinc,5.053864
Stationary Li-ion batteries,Zirconium,0.000000
EV Li-ion batteries,Aluminum,6433.670048
EV Li-ion batteries,Antimony,0.000000
EV Li-ion batteries,Arsenic,0.000000
EV Li-ion batteries,Baryte,0.000000
EV Li-ion batteries,Beryllium,0.000000
EV Li-ion batteries,Bismuth,0.000000
EV Li-ion batteries,Borate,0.000000
EV Li-ion batteries,Boron,0.000000
EV Li-ion batteries,Cadmium,0.000000
EV Li-ion batteries,Cerium (REE),0.000000
EV Li-ion batteries,Chromium,598.882893
EV Li-ion batteries,Cobalt,680.250105
EV Li-ion batteries,Copper,4674.824272
EV Li-ion batteries,Dysprosium (REE),14.100281
EV Li-ion batteries,Erbium (REE),0.000000
EV Li-ion batteries,Europium (REE),0.000000
EV Li-ion batteries,Fluorspar,0.000000
EV Li-ion batteries,Gadolinium (REE),0.000000
EV Li-ion batteries,Gallium,0.000000
EV Li-ion batteries,Germanium,0.000000
EV Li-ion batteries,Gold,0.000000
EV Li-ion batteries,Graphite,0.000000
EV Li-ion batteries,Hafnium,0.000000
EV Li-ion batteries,Helium,0.000000
EV Li-ion batteries,Holmium (REE),0.000000
EV Li-ion batteries,Indium,0.000000
EV Li-ion batteries,Iridium,0.000000
EV Li-ion batteries,Iron,45964.893786
EV Li-ion batteries,Lanthanum (REE),0.000000
EV Li-ion batteries,Lead,15.666979
EV Li-ion batteries,Lithium,342.045521
EV Li-ion batteries,Lutetium (REE),0.000000
EV Li-ion batteries,Magnesium,10.107728
EV Li-ion batteries,Manganese,1821.918000
EV Li-ion batteries,Molybdenum,0.000000
EV Li-ion batteries,Neodymium (REE),48.971943
EV Li-ion batteries,Nickel,1748.081046
EV Li-ion batteries,Niobium,0.000000
EV Li-ion batteries,Palladium,0.000000
EV Li-ion batteries,Phosphate rock,0.000000
EV Li-ion batteries,Phosphorus,0.000000
EV Li-ion batteries,Platinum,0.000000
EV Li-ion batteries,Praseodymium (REE),0.050539
EV Li-ion batteries,Rhenium,0.000000
EV Li-ion batteries,Rhodium,0.000000
EV Li-ion batteries,Ruthenium,0.000000
EV Li-ion batteries,Samarium (REE),0.000000
EV Li-ion batteries,Scandium (REE),0.000000
EV Li-ion batteries,Selenium,0.000000
EV Li-ion batteries,Silicon,0.000000
EV Li-ion batteries,Silver,0.000000
EV Li-ion batteries,Steel,0.000000
EV Li-ion batteries,Tantalum,0.000000
EV Li-ion batteries,Tellurium,0.000000
EV Li-ion batteries,Terbium (REE),0.000000
EV Li-ion batteries,Thulium,0.000000
EV Li-ion batteries,Tin,0.000000
EV Li-ion batteries,Titanium,0.000000
EV Li-ion batteries,Tungsten,0.000000
EV Li-ion batteries,Vanadium,0.000000
EV Li-ion batteries,Yetterbium (REE),0.000000
EV Li-ion batteries,Yttrium (REE),0.000000
EV Li-ion batteries,Zinc,5.053864
EV Li-ion batteries,Zirconium,0.000000
